cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis
1,278,1,31237334.24,100000005910114100;100000000437046100;100000002957787100,Гипотеза о связанной структуре: 278 узлов; преобладает профиль «Наблюдаемый конец маршрута» (117). Кластер не доказывает общую организацию.
2,270,1,10178044.00,100000002578405100;100000001697501100;100000002733905100,Гипотеза о связанной структуре: 270 узлов; преобладает профиль «Наблюдаемый конец маршрута» (250). Кластер не доказывает общую организацию.
3,138,3,18838290.00,100000003684369100;100000008165763100;100000008304139100,Гипотеза о связанной структуре: 138 узлов; преобладает профиль «Наблюдаемый конец маршрута» (91). Кластер не доказывает общую организацию.
4,133,0,17433528.00,100000008603629100;100000007908818100;100000001857829100,Гипотеза о связанной структуре: 133 узлов; преобладает профиль «Нет специфической роли» (81). Кластер не доказывает общую организацию.
5,127,7,18414962.28,100000001530983100;100000003016635100;100000005287097100,Гипотеза о связанной структуре: 127 узлов; преобладает профиль «Наблюдаемый конец маршрута» (69). Кластер не доказывает общую организацию.
6,126,0,24907250.33,100000000331309100;100000006889963100;100000006734214100,Гипотеза о связанной структуре: 126 узлов; преобладает профиль «Наблюдаемый конец маршрута» (59). Кластер не доказывает общую организацию.
7,106,4,16242879.02,100000001616816100;100000005782781100;100000005514161100,Гипотеза о связанной структуре: 106 узлов; преобладает профиль «Наблюдаемый конец маршрута» (63). Кластер не доказывает общую организацию.
8,106,0,6254194.67,100000005704413100;100000005578559100;100000006707582100,Гипотеза о связанной структуре: 106 узлов; преобладает профиль «Нет специфической роли» (63). Кластер не доказывает общую организацию.
9,104,1,21747439.59,100000008710791100;100000008489922100;100000008547948100,Гипотеза о связанной структуре: 104 узлов; преобладает профиль «Наблюдаемый конец маршрута» (47). Кластер не доказывает общую организацию.
10,56,3,13397542.00,100000008547844100;100000008465789100;100000008466579100,Гипотеза о связанной структуре: 56 узлов; преобладает профиль «Нет специфической роли» (23). Кластер не доказывает общую организацию.
11,53,1,2993313.00,100000001899164100;100000003265158100;100000004420041100,Гипотеза о связанной структуре: 53 узлов; преобладает профиль «Наблюдаемый конец маршрута» (25). Кластер не доказывает общую организацию.
